Employee_ID,Age,Years_Experience,WFH_Days_Per_Week,Department,Job_Level,Home_Office_Quality,Internet_Speed_Category,Manager_Support_Level,Team_Collaboration_Frequency,Work_Hours_Per_Week,Meetings_Per_Week,Commute_Time_Minutes,Stress_Level,Work_Life_Balance,Job_Satisfaction,Productivity_Score
EMP0656,35,4,5,Operations,Mid-Level,Good,Moderate (25-50 Mbps),Very High,Few times per week,35,4,0,6,3,100,97
EMP0657,35,2,3,Marketing,Junior,Average,Fast (50-100 Mbps),High,Weekly,53,7,23,7,4,100,87
EMP0658,34,4,4,Marketing,Mid-Level,Excellent,Very Fast (100+ Mbps),High,Weekly,43,5,42,6,6,100,78.2
EMP0659,36,11,5,Engineering,Senior,Average,Very Fast (100+ Mbps),Moderate,Weekly,39,5,0,5,9,91.8,63.4
EMP0660,33,5,1,Engineering,Junior,Good,Fast (50-100 Mbps),High,Daily,37,8,0,7,9,100,66.7
EMP0661,29,1,4,Sales,Junior,Excellent,Moderate (25-50 Mbps),Moderate,Weekly,39,13,60,4,7,66,41.2
EMP0662,30,1,4,Data Science,Junior,Average,Very Fast (100+ Mbps),Moderate,Bi-weekly,39,9,34,8,6,80.3,55.2
EMP0663,34,7,3,Sales,Mid-Level,Excellent,Fast (50-100 Mbps),High,Weekly,42,10,26,4,5,100,98
EMP0664,30,3,2,Product,Senior,Excellent,Very Fast (100+ Mbps),High,Weekly,48,8,27,6,6,100,98
EMP0665,28,4,4,Sales,Mid-Level,Excellent,Very Fast (100+ Mbps),Low,Few times per week,37,12,31,4,5,92.2,63.2
EMP0666,35,6,4,Engineering,Mid-Level,Good,Very Fast (100+ Mbps),High,Daily,43,4,18,5,8,100,87.2
EMP0667,32,3,1,Engineering,Mid-Level,Good,Very Fast (100+ Mbps),Moderate,Weekly,46,13,37,5,6,100,75
EMP0668,48,13,3,Engineering,Lead,Average,Very Fast (100+ Mbps),High,Few times per week,37,7,25,5,7,100,98
EMP0669,22,1,1,Data Science,Junior,Average,Very Fast (100+ Mbps),Moderate,Bi-weekly,37,9,26,9,7,89.5,83
EMP0670,44,8,5,Finance,Mid-Level,Good,Fast (50-100 Mbps),High,Monthly,32,4,0,4,7,100,98
EMP0671,46,11,3,Design,Lead,Good,Fast (50-100 Mbps),Moderate,Weekly,52,8,28,4,8,100,98
EMP0672,22,1,4,Customer Success,Junior,Excellent,Very Fast (100+ Mbps),Moderate,Monthly,45,6,16,6,8,100,57.8
EMP0673,31,1,2,Operations,Junior,Average,Moderate (25-50 Mbps),Very High,Daily,38,6,42,9,5,100,87.4
EMP0674,31,3,1,Finance,Senior,Good,Very Fast (100+ Mbps),Very High,Bi-weekly,38,11,48,6,5,100,73.3
EMP0675,22,0,0,Operations,Mid-Level,Excellent,Very Fast (100+ Mbps),Low,Daily,35,11,74,9,3,68,57.7
EMP0676,27,0,2,Finance,Junior,Excellent,Fast (50-100 Mbps),Very High,Daily,42,4,37,4,3,100,65.3
EMP0677,25,1,2,Engineering,Junior,Good,Fast (50-100 Mbps),Moderate,Few times per week,39,8,80,1,8,100,98
EMP0678,50,10,3,Sales,Lead,Average,Moderate (25-50 Mbps),Moderate,Few times per week,36,4,33,5,5,100,98
EMP0679,43,7,0,Operations,Senior,Excellent,Very Fast (100+ Mbps),High,Bi-weekly,37,6,39,6,8,100,98
EMP0680,46,3,3,Engineering,Senior,Good,Very Fast (100+ Mbps),High,Few times per week,46,5,12,6,10,100,86.5
EMP0681,41,10,3,Marketing,Mid-Level,Excellent,Fast (50-100 Mbps),Very High,Bi-weekly,39,8,21,4,5,100,83.2
EMP0682,24,1,3,Customer Success,Junior,Poor,Very Fast (100+ Mbps),Moderate,Daily,34,9,41,7,6,100,90.1
EMP0683,30,1,4,Marketing,Junior,Average,Very Fast (100+ Mbps),Moderate,Weekly,42,6,8,8,7,100,96.9
EMP0684,39,5,4,Operations,Mid-Level,Excellent,Fast (50-100 Mbps),Low,Weekly,37,3,13,7,9,100,96.3
EMP0685,24,0,5,Engineering,Junior,Excellent,Very Fast (100+ Mbps),Moderate,Weekly,45,8,0,7,4,95.7,73.7
EMP0686,41,11,1,Customer Success,Lead,Average,Very Fast (100+ Mbps),Moderate,Few times per week,51,6,34,5,8,100,98
EMP0687,32,0,3,Sales,Junior,Excellent,Very Fast (100+ Mbps),Very High,Weekly,30,7,23,6,10,100,98
EMP0688,31,2,3,Design,Junior,Poor,Very Fast (100+ Mbps),Moderate,Few times per week,37,7,41,2,7,100,75.2
EMP0689,41,11,3,Data Science,Senior,Good,Very Fast (100+ Mbps),High,Weekly,42,6,43,5,4,100,98
EMP0690,38,5,4,Product,Mid-Level,Excellent,Fast (50-100 Mbps),High,Few times per week,41,4,7,8,6,100,88.6
EMP0691,31,4,3,Engineering,Junior,Average,Very Fast (100+ Mbps),Moderate,Daily,49,11,37,7,10,100,95.9
EMP0692,45,6,3,Sales,Mid-Level,Good,Moderate (25-50 Mbps),Moderate,Daily,41,16,17,9,4,88.8,65.8
EMP0693,25,0,3,Design,Junior,Poor,Very Fast (100+ Mbps),High,Few times per week,43,2,29,9,6,100,77.6
EMP0694,40,15,5,Customer Success,Lead,Average,Moderate (25-50 Mbps),Moderate,Bi-weekly,44,4,0,9,4,91.5,78.3
EMP0695,40,3,5,Product,Senior,Good,Very Fast (100+ Mbps),High,Few times per week,37,10,0,4,9,100,72.7
EMP0696,32,0,2,Operations,Junior,Average,Very Fast (100+ Mbps),Low,Weekly,45,6,33,3,7,71.5,75.5
EMP0697,37,1,1,Marketing,Junior,Average,Very Fast (100+ Mbps),Very High,Few times per week,44,7,50,8,9,100,98
EMP0698,23,0,4,Engineering,Mid-Level,Good,Very Fast (100+ Mbps),Very High,Monthly,42,5,0,5,9,100,98
EMP0699,43,4,5,Customer Success,Mid-Level,Good,Fast (50-100 Mbps),Moderate,Few times per week,30,7,0,5,6,71.1,75.6
EMP0700,33,1,2,HR,Junior,Excellent,Very Fast (100+ Mbps),Moderate,Daily,37,8,28,6,9,100,72.6
EMP0701,30,0,2,Engineering,Junior,Good,Fast (50-100 Mbps),Moderate,Weekly,43,6,65,6,1,100,78.2
EMP0702,44,8,5,Engineering,Senior,Average,Very Fast (100+ Mbps),Moderate,Weekly,41,4,0,4,4,100,98
EMP0703,28,2,4,Operations,Mid-Level,Good,Fast (50-100 Mbps),Low,Few times per week,46,12,23,8,8,92.2,68.5
EMP0704,22,0,2,Finance,Mid-Level,Good,Fast (50-100 Mbps),Moderate,Daily,46,9,0,8,7,78,81
EMP0705,22,0,3,Engineering,Junior,Average,Very Fast (100+ Mbps),Moderate,Daily,44,7,14,7,10,74.9,72.7
EMP0706,40,9,5,Engineering,Senior,Excellent,Moderate (25-50 Mbps),Moderate,Few times per week,46,10,0,2,8,100,98
EMP0707,23,0,4,Engineering,Mid-Level,Good,Fast (50-100 Mbps),Low,Weekly,45,7,40,3,7,80.8,93.1
EMP0708,50,0,4,Engineering,Mid-Level,Average,Slow (<25 Mbps),High,Few times per week,38,9,8,5,9,100,98
EMP0709,22,0,4,Design,Junior,Good,Very Fast (100+ Mbps),Moderate,Few times per week,41,4,17,6,6,78.4,80.2
EMP0710,50,17,1,Finance,Manager,Good,Moderate (25-50 Mbps),Moderate,Few times per week,35,5,46,6,4,100,98
EMP0711,36,4,4,HR,Mid-Level,Good,Moderate (25-50 Mbps),Very High,Daily,50,14,29,3,7,100,52.3
EMP0712,34,2,2,Customer Success,Junior,Average,Fast (50-100 Mbps),Moderate,Weekly,34,10,8,9,5,100,98
EMP0713,30,0,5,Sales,Junior,Good,Fast (50-100 Mbps),Very High,Weekly,29,7,0,6,5,100,98
EMP0714,38,1,2,HR,Mid-Level,Excellent,Slow (<25 Mbps),High,Daily,54,8,0,5,5,100,98
EMP0715,34,4,5,Data Science,Senior,Excellent,Slow (<25 Mbps),Low,Daily,41,10,0,4,7,100,98
EMP0716,44,16,2,Finance,Manager,Average,Fast (50-100 Mbps),Very High,Daily,47,13,21,9,2,100,91.4
EMP0717,36,1,3,Sales,Junior,Good,Very Fast (100+ Mbps),Moderate,Monthly,46,3,28,5,8,100,66.6
EMP0718,36,10,1,Finance,Senior,Average,Moderate (25-50 Mbps),High,Few times per week,48,10,40,3,7,100,71.4
EMP0719,31,5,4,Product,Mid-Level,Good,Very Fast (100+ Mbps),Moderate,Few times per week,45,8,43,6,5,97.8,76.2
EMP0720,34,0,4,Engineering,Junior,Good,Very Fast (100+ Mbps),High,Few times per week,45,9,0,5,4,100,60.5
EMP0721,37,9,4,Engineering,Senior,Average,Slow (<25 Mbps),High,Monthly,27,10,32,8,8,100,84.9
EMP0722,22,0,3,Product,Junior,Excellent,Moderate (25-50 Mbps),Low,Weekly,36,4,17,6,6,66.1,64.9
EMP0723,22,1,0,Design,Junior,Excellent,Moderate (25-50 Mbps),High,Daily,26,13,31,3,6,100,88.7
EMP0724,41,3,5,Marketing,Junior,Good,Fast (50-100 Mbps),High,Few times per week,37,7,0,7,6,100,67.5
EMP0725,36,5,4,Sales,Senior,Excellent,Very Fast (100+ Mbps),High,Weekly,38,12,33,5,6,100,98
EMP0726,33,6,4,Sales,Mid-Level,Good,Slow (<25 Mbps),Very High,Few times per week,41,8,46,5,6,100,86.8
EMP0727,35,4,4,Marketing,Junior,Poor,Very Fast (100+ Mbps),High,Daily,36,9,24,7,7,100,98
EMP0728,38,8,4,Design,Senior,Average,Fast (50-100 Mbps),Very High,Monthly,39,10,26,3,6,100,81.4
EMP0729,30,2,3,Engineering,Mid-Level,Good,Fast (50-100 Mbps),Moderate,Bi-weekly,38,5,33,9,10,100,96
EMP0730,27,0,4,Sales,Junior,Average,Very Fast (100+ Mbps),Moderate,Bi-weekly,44,9,28,7,6,72.9,40.3
EMP0731,36,7,4,Product,Mid-Level,Excellent,Very Fast (100+ Mbps),Moderate,Daily,46,7,35,4,5,85.8,66.2
EMP0732,26,1,5,Sales,Junior,Good,Very Fast (100+ Mbps),Moderate,Daily,43,8,0,2,10,85.6,98
EMP0733,38,4,4,HR,Mid-Level,Good,Fast (50-100 Mbps),Very High,Few times per week,45,11,57,6,5,100,91.1
EMP0734,22,0,0,Sales,Junior,Good,Very Fast (100+ Mbps),Low,Weekly,43,6,94,5,7,80.2,62.8
EMP0735,44,2,2,Customer Success,Junior,Excellent,Very Fast (100+ Mbps),High,Weekly,49,9,34,2,8,100,81.5
EMP0736,39,2,0,Data Science,Junior,Average,Fast (50-100 Mbps),Very Low,Weekly,53,16,72,6,1,76.8,50.4
EMP0737,37,8,1,Sales,Lead,Average,Fast (50-100 Mbps),Very High,Bi-weekly,27,8,27,5,5,100,88.3
EMP0738,43,4,4,Customer Success,Mid-Level,Average,Very Fast (100+ Mbps),Low,Weekly,48,6,13,5,7,73.7,67.6
EMP0739,49,9,5,Data Science,Senior,Excellent,Fast (50-100 Mbps),Moderate,Daily,34,9,0,4,6,81,98
EMP0740,44,4,1,Data Science,Mid-Level,Good,Very Fast (100+ Mbps),Very High,Daily,43,5,0,3,3,100,91.9
EMP0741,22,0,3,Marketing,Mid-Level,Average,Very Fast (100+ Mbps),Very Low,Few times per week,43,1,27,3,6,65.6,38.7
EMP0742,23,0,5,Marketing,Junior,Good,Very Fast (100+ Mbps),Very High,Daily,45,7,0,8,3,100,35
EMP0743,29,1,4,Sales,Junior,Good,Fast (50-100 Mbps),Moderate,Daily,41,6,21,6,5,87.4,79.6
EMP0744,35,3,3,Sales,Mid-Level,Average,Very Fast (100+ Mbps),Low,Weekly,41,8,26,6,8,100,74.7
EMP0745,39,8,4,Marketing,Senior,Good,Very Fast (100+ Mbps),Very High,Daily,44,8,26,7,4,100,93.8
EMP0746,28,3,3,Engineering,Senior,Good,Very Fast (100+ Mbps),High,Weekly,39,13,26,5,7,100,76.6
EMP0747,36,6,1,Finance,Lead,Good,Moderate (25-50 Mbps),Moderate,Weekly,30,6,39,8,10,100,98
EMP0748,28,1,1,Marketing,Junior,Good,Moderate (25-50 Mbps),Moderate,Daily,41,10,0,4,5,80.4,42
EMP0749,29,3,1,Product,Mid-Level,Average,Very Fast (100+ Mbps),Low,Daily,37,9,12,8,5,72.2,44.6
EMP0750,22,1,2,Customer Success,Junior,Good,Very Fast (100+ Mbps),Moderate,Daily,36,6,38,2,10,100,88.6
EMP0751,26,0,5,Sales,Junior,Good,Moderate (25-50 Mbps),High,Daily,36,6,0,4,7,100,57
EMP0752,22,1,4,Marketing,Mid-Level,Good,Very Fast (100+ Mbps),Moderate,Few times per week,30,5,2,8,8,60.6,74.7
EMP0753,26,3,3,HR,Mid-Level,Excellent,Very Fast (100+ Mbps),Low,Weekly,39,9,33,3,8,100,84.8
EMP0754,44,10,3,Engineering,Mid-Level,Good,Very Fast (100+ Mbps),High,Few times per week,42,6,17,4,8,100,89.5
EMP0755,26,1,2,Engineering,Junior,Excellent,Slow (<25 Mbps),Very High,Few times per week,46,9,28,2,10,97.3,54.6
EMP0756,58,21,4,Customer Success,Manager,Average,Fast (50-100 Mbps),High,Few times per week,38,10,29,6,5,100,96.5
EMP0757,39,4,4,Engineering,Mid-Level,Good,Very Fast (100+ Mbps),Low,Few times per week,51,11,37,5,6,100,87.6
EMP0758,36,5,2,Product,Senior,Good,Very Fast (100+ Mbps),Very High,Daily,45,7,46,6,7,100,79.5
EMP0759,27,2,0,Product,Junior,Good,Slow (<25 Mbps),Low,Daily,35,6,30,3,7,68.3,35
EMP0760,41,8,4,Marketing,Senior,Good,Very Fast (100+ Mbps),Very Low,Bi-weekly,39,4,31,5,4,100,85
EMP0761,29,1,3,Customer Success,Junior,Good,Fast (50-100 Mbps),Very High,Daily,54,18,15,5,9,100,58.6
EMP0762,36,0,3,Sales,Mid-Level,Average,Very Fast (100+ Mbps),High,Weekly,46,10,2,6,8,100,66.4
EMP0763,58,2,4,Customer Success,Junior,Good,Fast (50-100 Mbps),High,Daily,38,9,1,5,5,100,94.4
EMP0764,34,3,3,Customer Success,Mid-Level,Average,Very Fast (100+ Mbps),High,Daily,47,10,21,10,7,100,65
EMP0765,45,3,2,Engineering,Mid-Level,Excellent,Fast (50-100 Mbps),High,Few times per week,34,13,39,5,5,100,84.9
EMP0766,28,0,3,Operations,Junior,Excellent,Very Fast (100+ Mbps),Moderate,Bi-weekly,38,8,15,7,6,100,96.5
EMP0767,34,2,3,Operations,Mid-Level,Average,Very Fast (100+ Mbps),Moderate,Weekly,28,10,11,5,7,81,92.8
EMP0768,50,16,5,Engineering,Manager,Good,Fast (50-100 Mbps),Low,Daily,45,7,0,6,7,78.4,62
EMP0769,29,3,5,Data Science,Mid-Level,Good,Moderate (25-50 Mbps),High,Bi-weekly,35,8,0,4,7,100,98
EMP0770,51,3,5,Sales,Mid-Level,Good,Very Fast (100+ Mbps),Moderate,Few times per week,41,10,0,4,7,97,95.2
EMP0771,41,9,4,Marketing,Senior,Excellent,Very Fast (100+ Mbps),Moderate,Daily,32,12,15,9,7,84.5,98
EMP0772,29,0,3,Engineering,Junior,Good,Fast (50-100 Mbps),High,Daily,43,12,15,6,1,100,85.7
EMP0773,40,10,4,Operations,Lead,Average,Fast (50-100 Mbps),High,Few times per week,41,7,11,6,4,100,90.5
EMP0774,43,9,5,Customer Success,Senior,Excellent,Fast (50-100 Mbps),Moderate,Few times per week,33,9,0,6,6,100,98
EMP0775,40,1,2,Operations,Junior,Average,Very Fast (100+ Mbps),Low,Daily,39,10,40,4,7,93,73.1
EMP0776,22,1,3,HR,Junior,Good,Very Fast (100+ Mbps),High,Bi-weekly,42,6,25,8,6,100,74.8
EMP0777,28,2,4,HR,Mid-Level,Good,Fast (50-100 Mbps),Moderate,Weekly,44,7,62,4,7,85.8,80.9
EMP0778,32,0,4,Engineering,Junior,Excellent,Very Fast (100+ Mbps),Very Low,Weekly,51,5,19,6,10,77.6,56.8
EMP0779,34,4,2,Marketing,Mid-Level,Good,Moderate (25-50 Mbps),Very High,Few times per week,49,6,25,3,8,100,98
EMP0780,40,8,3,Engineering,Senior,Excellent,Fast (50-100 Mbps),High,Weekly,37,7,39,6,9,100,98
EMP0781,36,10,4,Engineering,Senior,Excellent,Fast (50-100 Mbps),Moderate,Few times per week,37,5,21,6,1,100,98
EMP0782,22,1,3,Engineering,Junior,Poor,Very Fast (100+ Mbps),Very High,Weekly,33,5,5,5,6,100,48.9
EMP0783,38,8,4,Design,Lead,Average,Very Fast (100+ Mbps),Moderate,Monthly,35,13,37,5,6,100,83.5
EMP0784,40,6,2,Data Science,Lead,Average,Fast (50-100 Mbps),Very High,Few times per week,47,10,27,1,7,100,98
EMP0785,40,6,5,Engineering,Senior,Excellent,Very Fast (100+ Mbps),Low,Daily,32,8,0,2,9,100,98
EMP0786,44,17,3,Sales,Manager,Average,Moderate (25-50 Mbps),Moderate,Daily,41,11,44,6,2,100,91.6
EMP0787,42,11,3,Engineering,Senior,Good,Very Fast (100+ Mbps),Very High,Monthly,40,10,38,7,3,100,98
EMP0788,39,4,0,Customer Success,Senior,Average,Very Fast (100+ Mbps),Very High,Daily,37,5,79,6,7,100,79.8
EMP0789,34,6,1,Marketing,Senior,Excellent,Very Fast (100+ Mbps),Moderate,Weekly,34,9,23,3,6,79,85.7
EMP0790,22,1,4,Operations,Junior,Good,Fast (50-100 Mbps),High,Few times per week,30,8,24,9,5,100,93.2
EMP0791,38,6,3,Marketing,Lead,Poor,Very Fast (100+ Mbps),Moderate,Few times per week,34,10,13,7,10,100,98
EMP0792,36,2,3,Finance,Junior,Good,Very Fast (100+ Mbps),High,Weekly,41,6,18,4,1,100,98
EMP0793,37,2,0,Sales,Mid-Level,Average,Fast (50-100 Mbps),Very High,Daily,45,8,31,7,5,100,59.4
EMP0794,23,0,4,Engineering,Junior,Good,Very Fast (100+ Mbps),High,Few times per week,51,5,0,3,6,100,70
EMP0795,25,0,4,Engineering,Junior,Good,Fast (50-100 Mbps),High,Daily,44,12,35,7,8,100,77.3
EMP0796,44,0,1,Marketing,Junior,Average,Fast (50-100 Mbps),High,Weekly,45,8,42,6,7,100,97.1
EMP0797,34,3,4,Product,Mid-Level,Good,Slow (<25 Mbps),Moderate,Daily,51,13,63,5,5,100,92.5
EMP0798,41,4,4,Sales,Senior,Average,Fast (50-100 Mbps),Moderate,Daily,44,9,29,1,4,100,78.5
EMP0799,35,4,4,Engineering,Mid-Level,Excellent,Fast (50-100 Mbps),Moderate,Weekly,47,10,0,7,5,100,98
EMP0800,35,2,2,Design,Junior,Excellent,Very Fast (100+ Mbps),High,Few times per week,39,15,48,8,2,100,98
EMP0801,43,12,4,Engineering,Senior,Excellent,Very Fast (100+ Mbps),High,Daily,46,6,21,5,8,100,87.7
EMP0802,30,2,2,Engineering,Junior,Good,Very Fast (100+ Mbps),Very High,Few times per week,43,11,26,1,4,100,98
EMP0803,35,2,2,Product,Junior,Average,Fast (50-100 Mbps),High,Few times per week,40,4,32,7,8,100,98
EMP0804,30,1,2,Finance,Junior,Good,Very Fast (100+ Mbps),Moderate,Few times per week,51,12,56,6,4,55.8,52
EMP0805,31,5,3,Sales,Senior,Good,Fast (50-100 Mbps),Moderate,Bi-weekly,34,9,30,7,9,100,77.8
EMP0806,32,4,1,HR,Mid-Level,Average,Very Fast (100+ Mbps),High,Weekly,36,7,80,6,7,100,98
EMP0807,36,3,5,HR,Mid-Level,Excellent,Fast (50-100 Mbps),Moderate,Daily,49,8,0,6,6,100,98
EMP0808,30,1,2,Engineering,Junior,Average,Very Fast (100+ Mbps),High,Few times per week,47,5,24,4,6,100,74.4
EMP0809,46,8,2,Finance,Senior,Poor,Fast (50-100 Mbps),Low,Daily,42,8,43,3,5,97.7,98
EMP0810,26,3,3,Operations,Senior,Excellent,Moderate (25-50 Mbps),Low,Daily,44,6,27,6,5,58.9,56.3
EMP0811,33,3,2,Data Science,Mid-Level,Excellent,Fast (50-100 Mbps),High,Bi-weekly,45,15,12,8,9,100,98
EMP0812,31,5,3,Data Science,Mid-Level,Excellent,Very Fast (100+ Mbps),Moderate,Few times per week,44,12,13,2,4,100,75.2
EMP0813,48,12,2,Sales,Lead,Average,Fast (50-100 Mbps),Moderate,Bi-weekly,43,4,52,10,4,89.7,94.4
EMP0814,36,4,1,Operations,Junior,Excellent,Fast (50-100 Mbps),High,Daily,36,13,29,9,6,100,94.2
EMP0815,44,16,2,Engineering,Manager,Average,Fast (50-100 Mbps),Low,Daily,49,8,47,6,10,98.8,89
EMP0816,22,0,3,Engineering,Junior,Good,Moderate (25-50 Mbps),Moderate,Few times per week,40,6,24,8,6,96.1,63.9
EMP0817,37,8,0,Marketing,Senior,Average,Very Fast (100+ Mbps),Moderate,Few times per week,36,10,19,6,6,100,86.6
EMP0818,43,16,4,Finance,Lead,Average,Moderate (25-50 Mbps),Moderate,Weekly,42,11,14,5,10,100,81.4
EMP0819,35,5,4,Operations,Mid-Level,Poor,Very Fast (100+ Mbps),Very High,Few times per week,44,9,7,6,8,100,76.4
EMP0820,44,0,4,Sales,Junior,Good,Fast (50-100 Mbps),Very High,Few times per week,44,7,40,8,9,100,78.3
EMP0821,30,2,3,Customer Success,Junior,Excellent,Very Fast (100+ Mbps),High,Few times per week,47,15,20,9,5,100,80
EMP0822,47,10,3,Customer Success,Mid-Level,Excellent,Very Fast (100+ Mbps),High,Weekly,39,4,10,8,8,100,64.6
EMP0823,55,7,5,HR,Senior,Good,Moderate (25-50 Mbps),Low,Bi-weekly,41,2,0,4,9,100,77.4
EMP0824,31,4,0,Engineering,Mid-Level,Good,Very Fast (100+ Mbps),High,Few times per week,36,8,23,6,7,100,98
EMP0825,30,0,0,Customer Success,Junior,Poor,Slow (<25 Mbps),Low,Weekly,43,3,3,5,6,100,64.8
EMP0826,48,21,1,Product,Lead,Average,Very Fast (100+ Mbps),Moderate,Few times per week,36,6,44,6,5,100,93.2
EMP0827,49,6,1,Engineering,Lead,Excellent,Fast (50-100 Mbps),Moderate,Weekly,38,12,43,5,7,100,82.3
EMP0828,30,0,1,Sales,Junior,Average,Fast (50-100 Mbps),High,Bi-weekly,47,7,50,2,4,100,90.9
EMP0829,31,1,4,Data Science,Junior,Excellent,Very Fast (100+ Mbps),High,Daily,42,6,18,8,6,100,98
EMP0830,32,7,3,Operations,Lead,Excellent,Very Fast (100+ Mbps),High,Few times per week,50,10,15,9,7,100,60.2
EMP0831,22,1,5,Marketing,Junior,Average,Very Fast (100+ Mbps),Very Low,Monthly,49,13,0,4,7,100,74.2
EMP0832,26,1,2,Engineering,Junior,Poor,Slow (<25 Mbps),Low,Few times per week,43,12,37,6,7,100,73.4
EMP0833,25,0,2,Operations,Mid-Level,Excellent,Fast (50-100 Mbps),High,Bi-weekly,44,6,31,6,7,100,98
EMP0834,28,0,5,Marketing,Junior,Average,Very Fast (100+ Mbps),High,Daily,40,13,0,8,1,100,78.5
EMP0835,34,6,4,Engineering,Lead,Average,Very Fast (100+ Mbps),Moderate,Few times per week,48,14,7,7,2,93.3,67.5
EMP0836,37,5,3,Marketing,Senior,Excellent,Very Fast (100+ Mbps),High,Bi-weekly,44,11,44,7,7,100,91.9
EMP0837,48,18,3,Engineering,Lead,Good,Fast (50-100 Mbps),Moderate,Few times per week,47,7,18,9,10,85.4,82
EMP0838,26,2,4,HR,Mid-Level,Average,Slow (<25 Mbps),Moderate,Few times per week,38,9,47,7,4,84.6,50.4
EMP0839,43,6,3,Data Science,Lead,Average,Fast (50-100 Mbps),Moderate,Daily,33,9,4,6,7,100,92.7
EMP0840,33,4,2,Marketing,Mid-Level,Good,Very Fast (100+ Mbps),Moderate,Daily,45,9,55,2,6,100,95
EMP0841,34,1,4,Operations,Mid-Level,Excellent,Fast (50-100 Mbps),Moderate,Few times per week,46,5,24,8,4,100,91.1
EMP0842,41,11,3,Marketing,Senior,Good,Slow (<25 Mbps),High,Weekly,42,6,27,6,2,100,98
EMP0843,24,0,1,Engineering,Junior,Average,Fast (50-100 Mbps),Moderate,Bi-weekly,45,5,90,7,7,100,71
EMP0844,38,9,3,Data Science,Senior,Good,Slow (<25 Mbps),Low,Weekly,36,9,14,6,4,100,98
EMP0845,36,4,3,Engineering,Mid-Level,Excellent,Very Fast (100+ Mbps),Very High,Weekly,47,4,34,5,5,100,98
EMP0846,39,5,5,Engineering,Mid-Level,Average,Fast (50-100 Mbps),High,Weekly,49,6,0,6,6,100,71
EMP0847,37,6,1,Marketing,Senior,Good,Fast (50-100 Mbps),Very High,Weekly,48,10,56,2,7,100,98
EMP0848,57,15,5,Finance,Lead,Average,Fast (50-100 Mbps),Moderate,Weekly,42,9,0,7,6,100,96.5
EMP0849,29,3,3,Sales,Mid-Level,Poor,Fast (50-100 Mbps),Very High,Few times per week,49,5,38,4,6,100,98
EMP0850,30,0,3,Engineering,Junior,Average,Very Fast (100+ Mbps),Moderate,Few times per week,35,11,24,5,8,100,95.3
EMP0851,29,1,1,Customer Success,Junior,Poor,Very Fast (100+ Mbps),High,Daily,45,6,26,3,1,100,61.2
EMP0852,30,6,4,Sales,Senior,Poor,Moderate (25-50 Mbps),Moderate,Weekly,46,5,28,8,8,86.6,72.9
EMP0853,29,0,5,Engineering,Mid-Level,Good,Very Fast (100+ Mbps),Moderate,Daily,45,12,0,4,7,100,98
EMP0854,45,7,2,Sales,Senior,Average,Slow (<25 Mbps),High,Daily,36,9,54,5,7,100,71.5
EMP0855,47,5,2,Engineering,Mid-Level,Average,Fast (50-100 Mbps),High,Few times per week,43,10,51,5,6,100,97.1
EMP0856,29,2,3,Marketing,Junior,Good,Very Fast (100+ Mbps),High,Monthly,40,11,17,5,3,100,88.3
EMP0857,27,1,4,Finance,Junior,Excellent,Moderate (25-50 Mbps),Moderate,Weekly,30,4,21,8,3,100,98
EMP0858,39,4,0,Customer Success,Mid-Level,Good,Fast (50-100 Mbps),Moderate,Few times per week,34,10,34,7,6,100,87
EMP0859,30,4,4,Engineering,Senior,Excellent,Very Fast (100+ Mbps),High,Weekly,48,8,32,7,8,100,98
EMP0860,40,4,3,Engineering,Senior,Good,Very Fast (100+ Mbps),High,Bi-weekly,39,7,32,4,9,100,98
EMP0861,36,2,2,Engineering,Junior,Excellent,Moderate (25-50 Mbps),Very High,Few times per week,48,6,30,4,8,100,97.1
EMP0862,22,0,3,Engineering,Junior,Average,Fast (50-100 Mbps),Moderate,Few times per week,48,7,43,4,8,78.2,49.9
EMP0863,48,8,2,Engineering,Senior,Good,Fast (50-100 Mbps),High,Few times per week,45,5,23,5,1,100,92.8
EMP0864,51,2,4,Sales,Junior,Excellent,Fast (50-100 Mbps),Low,Daily,38,10,43,6,4,94.4,79.1
EMP0865,29,3,4,Engineering,Mid-Level,Good,Very Fast (100+ Mbps),Moderate,Bi-weekly,47,5,30,4,9,100,84.2
EMP0866,31,3,3,Operations,Mid-Level,Excellent,Moderate (25-50 Mbps),Moderate,Weekly,43,6,40,6,9,100,73.4
EMP0867,37,3,3,Sales,Mid-Level,Average,Very Fast (100+ Mbps),Very High,Weekly,42,8,44,4,4,100,98
EMP0868,38,2,2,Engineering,Junior,Good,Very Fast (100+ Mbps),Very High,Few times per week,36,5,19,4,7,100,91.9
EMP0869,40,0,4,Sales,Mid-Level,Good,Very Fast (100+ Mbps),Moderate,Monthly,38,7,9,4,6,100,94.3
EMP0870,53,24,3,Engineering,Manager,Average,Very Fast (100+ Mbps),High,Daily,36,10,50,7,1,100,98
EMP0871,33,4,3,Finance,Senior,Good,Fast (50-100 Mbps),Very High,Daily,47,9,49,6,8,100,79.5
EMP0872,27,1,3,Sales,Junior,Average,Very Fast (100+ Mbps),Moderate,Daily,51,7,30,6,9,94,88.3
EMP0873,22,0,3,Engineering,Junior,Good,Very Fast (100+ Mbps),High,Weekly,47,8,25,7,9,100,71.1
EMP0874,28,1,2,Sales,Junior,Good,Very Fast (100+ Mbps),High,Weekly,43,8,5,2,6,100,75
